date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:06:32	51259/51259	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:08%20GMT	http://7oroof.com/demos/medcity/assets/images/sliders/2.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/sliders/2.jpg	(from http://7oroof.com/demos/medcity/index.html)
13:06:33	24829/24829	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:18%20GMT	http://7oroof.com/demos/medcity/assets/images/services/5.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/services/5.jpg	(from http://7oroof.com/demos/medcity/index.html)
13:06:36	25532/25532	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:19%20GMT	http://7oroof.com/demos/medcity/assets/images/services/6.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/services/6.jpg	(from http://7oroof.com/demos/medcity/index.html)
13:06:36	91654/91654	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:11%20GMT	http://7oroof.com/demos/medcity/assets/images/sliders/1.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/sliders/1.jpg	(from http://7oroof.com/demos/medcity/index.html)
13:06:37	23931/23931	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:19%20GMT	http://7oroof.com/demos/medcity/assets/images/services/7.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/services/7.jpg	(from http://7oroof.com/demos/medcity/index.html)
13:06:37	23892/23892	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:18%20GMT	http://7oroof.com/demos/medcity/assets/images/services/8.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/services/8.jpg	(from http://7oroof.com/demos/medcity/index.html)
13:06:37	1579/1579	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:20:37%20GMT	http://7oroof.com/demos/medcity/assets/images/icons/alert2.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/icons/alert2.png	(from http://7oroof.com/demos/medcity/index.html)
13:06:38	24463/24463	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:58%20GMT	http://7oroof.com/demos/medcity/assets/images/gallery/1.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/gallery/1.jpg	(from http://7oroof.com/demos/medcity/index.html)
13:06:39	23668/23668	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:57%20GMT	http://7oroof.com/demos/medcity/assets/images/gallery/2.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/gallery/2.jpg	(from http://7oroof.com/demos/medcity/index.html)
13:06:42	26577/26577	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:58%20GMT	http://7oroof.com/demos/medcity/assets/images/gallery/3.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/gallery/3.jpg	(from http://7oroof.com/demos/medcity/index.html)
13:06:42	25196/25196	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:55%20GMT	http://7oroof.com/demos/medcity/assets/images/gallery/4.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/gallery/4.jpg	(from http://7oroof.com/demos/medcity/index.html)
13:06:43	24829/24829	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:56%20GMT	http://7oroof.com/demos/medcity/assets/images/gallery/5.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/gallery/5.jpg	(from http://7oroof.com/demos/medcity/index.html)
13:06:43	25532/25532	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:57%20GMT	http://7oroof.com/demos/medcity/assets/images/gallery/6.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/gallery/6.jpg	(from http://7oroof.com/demos/medcity/index.html)
13:06:43	3101/3101	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:19:40%20GMT	http://7oroof.com/demos/medcity/assets/images/clients/1.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/clients/1.png	(from http://7oroof.com/demos/medcity/index.html)
13:06:44	3544/3544	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:19:40%20GMT	http://7oroof.com/demos/medcity/assets/images/clients/2.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/clients/2.png	(from http://7oroof.com/demos/medcity/index.html)
13:06:44	2975/2975	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:19:40%20GMT	http://7oroof.com/demos/medcity/assets/images/clients/3.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/clients/3.png	(from http://7oroof.com/demos/medcity/index.html)
13:06:45	2015/2015	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:19:39%20GMT	http://7oroof.com/demos/medcity/assets/images/clients/4.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/clients/4.png	(from http://7oroof.com/demos/medcity/index.html)
13:06:45	2915/2915	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:19:39%20GMT	http://7oroof.com/demos/medcity/assets/images/clients/5.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/clients/5.png	(from http://7oroof.com/demos/medcity/index.html)
13:06:45	2109/2109	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:19:40%20GMT	http://7oroof.com/demos/medcity/assets/images/clients/6.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/clients/6.png	(from http://7oroof.com/demos/medcity/index.html)
13:06:46	3250/3250	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:19:39%20GMT	http://7oroof.com/demos/medcity/assets/images/clients/7.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/clients/7.png	(from http://7oroof.com/demos/medcity/index.html)
13:06:46	987/987	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:19:52%20GMT	http://7oroof.com/demos/medcity/assets/images/flags/en.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/flags/en.png	(from http://7oroof.com/demos/medcity/home-modern.html)
13:06:46	161/161	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:19:53%20GMT	http://7oroof.com/demos/medcity/assets/images/flags/fr.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/flags/fr.png	(from http://7oroof.com/demos/medcity/home-modern.html)
13:06:47	176/176	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:19:52%20GMT	http://7oroof.com/demos/medcity/assets/images/flags/gr.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/flags/gr.png	(from http://7oroof.com/demos/medcity/home-modern.html)
13:06:47	948/948	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:20:00%20GMT	http://7oroof.com/demos/medcity/assets/images/about/singnture.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/about/singnture.png	(from http://7oroof.com/demos/medcity/home-modern.html)
13:06:51	16480/16480	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:24%20GMT	http://7oroof.com/demos/medcity/assets/images/backgrounds/1.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/backgrounds/1.jpg	(from http://7oroof.com/demos/medcity/home-modern.html)
13:06:53	31075/31075	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:02%20GMT	http://7oroof.com/demos/medcity/assets/images/about/1.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/about/1.jpg	(from http://7oroof.com/demos/medcity/home-modern.html)
13:06:53	9350/9350	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:20:21%20GMT	http://7oroof.com/demos/medcity/assets/images/backgrounds/map.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/backgrounds/map.png	(from http://7oroof.com/demos/medcity/home-modern.html)
13:06:54	55434/55434	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:09%20GMT	http://7oroof.com/demos/medcity/assets/images/sliders/3.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/sliders/3.jpg	(from http://7oroof.com/demos/medcity/home-modern.html)
13:06:55	130448/130448	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:18%20GMT	http://7oroof.com/demos/medcity/assets/images/banners/3.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/banners/3.jpg	(from http://7oroof.com/demos/medcity/index.html)
13:06:57	1906/1906	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:20:36%20GMT	http://7oroof.com/demos/medcity/assets/images/icons/alert.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/icons/alert.png	(from http://7oroof.com/demos/medcity/home-dentist.html)
13:07:00	30424/30424	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:01%20GMT	http://7oroof.com/demos/medcity/assets/images/about/4.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/about/4.jpg	(from http://7oroof.com/demos/medcity/home-dentist.html)
13:07:00	58746/58746	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:06%20GMT	http://7oroof.com/demos/medcity/assets/images/sliders/6.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/sliders/6.jpg	(from http://7oroof.com/demos/medcity/home-dentist.html)
13:07:01	57696/57696	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:06%20GMT	http://7oroof.com/demos/medcity/assets/images/sliders/7.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/sliders/7.jpg	(from http://7oroof.com/demos/medcity/home-dentist.html)
13:07:07	33722/33722	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:49%20GMT	http://7oroof.com/demos/medcity/assets/images/products/1.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/products/1.jpg	(from http://7oroof.com/demos/medcity/home-pharmacy.html)
13:07:07	69639/69639	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:59%20GMT	http://7oroof.com/demos/medcity/assets/images/sliders/8.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/sliders/8.jpg	(from http://7oroof.com/demos/medcity/home-pharmacy.html)
13:07:10	62921/62921	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:59%20GMT	http://7oroof.com/demos/medcity/assets/images/sliders/9.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/sliders/9.jpg	(from http://7oroof.com/demos/medcity/home-pharmacy.html)
13:07:11	62311/62311	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:48%20GMT	http://7oroof.com/demos/medcity/assets/images/products/2.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/products/2.jpg	(from http://7oroof.com/demos/medcity/home-pharmacy.html)
13:07:15	29276/29276	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:46%20GMT	http://7oroof.com/demos/medcity/assets/images/products/5.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/products/5.jpg	(from http://7oroof.com/demos/medcity/home-pharmacy.html)
13:07:15	45698/45698	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:45%20GMT	http://7oroof.com/demos/medcity/assets/images/products/4.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/products/4.jpg	(from http://7oroof.com/demos/medcity/home-pharmacy.html)
13:07:15	52470/52470	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:49%20GMT	http://7oroof.com/demos/medcity/assets/images/products/3.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/products/3.jpg	(from http://7oroof.com/demos/medcity/home-pharmacy.html)
13:07:19	48077/48077	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:48%20GMT	http://7oroof.com/demos/medcity/assets/images/products/6.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/products/6.jpg	(from http://7oroof.com/demos/medcity/home-pharmacy.html)
13:07:19	20253/20253	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:43%20GMT	http://7oroof.com/demos/medcity/assets/images/products/8.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/products/8.jpg	(from http://7oroof.com/demos/medcity/home-pharmacy.html)
13:07:20	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%22b227b1617a1763c8bc056772f05482b4%22	https://use.fontawesome.com/releases/v5.15.1/css/all.css	C:/My%20Web%20Sites/KESEHATAN-DINAS/use.fontawesome.com/releases/v5.15.1/css/all.css	(from http://7oroof.com/demos/medcity/about-us.html)
13:07:21	42020/42020	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:46%20GMT	http://7oroof.com/demos/medcity/assets/images/products/7.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/products/7.jpg	(from http://7oroof.com/demos/medcity/home-pharmacy.html)
13:07:22	38222/38222	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:05%20GMT	http://7oroof.com/demos/medcity/assets/images/banners/9.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/banners/9.jpg	(from http://7oroof.com/demos/medcity/home-pharmacy.html)
13:07:41	132977/132977	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:56%20GMT	http://7oroof.com/demos/medcity/assets/images/page-titles/1.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/page-titles/1.jpg	(from http://7oroof.com/demos/medcity/about-us.html)
13:07:42	131533/131533	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:53%20GMT	http://7oroof.com/demos/medcity/assets/images/page-titles/2.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/page-titles/2.jpg	(from http://7oroof.com/demos/medcity/services.html)
13:07:44	13814/13814	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:07%20GMT	http://7oroof.com/demos/medcity/assets/images/banners/5.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/banners/5.jpg	(from http://7oroof.com/demos/medcity/services-single.html)
13:07:44	144118/144118	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:56%20GMT	http://7oroof.com/demos/medcity/assets/images/page-titles/3.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/page-titles/3.jpg	(from http://7oroof.com/demos/medcity/services-single.html)
13:07:45	144118/144118	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:13%20GMT	http://7oroof.com/demos/medcity/assets/images/banners/7.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/banners/7.jpg	(from http://7oroof.com/demos/medcity/services-single.html)
13:07:46	9060/9060	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:23%20GMT	http://7oroof.com/demos/medcity/assets/images/backgrounds/6.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/backgrounds/6.jpg	(from http://7oroof.com/demos/medcity/faqs.html)
13:07:53	58820/58820	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:48%20GMT	http://7oroof.com/demos/medcity/assets/images/page-titles/5.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/page-titles/5.jpg	(from http://7oroof.com/demos/medcity/appointment.html)
13:07:56	91654/91654	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:47%20GMT	http://7oroof.com/demos/medcity/assets/images/page-titles/4.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/page-titles/4.jpg	(from http://7oroof.com/demos/medcity/pricing.html)
13:08:09	143426/143426	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:53%20GMT	http://7oroof.com/demos/medcity/assets/images/page-titles/6.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/page-titles/6.jpg	(from http://7oroof.com/demos/medcity/gallery.html)
13:08:09	140447/140447	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:50%20GMT	http://7oroof.com/demos/medcity/assets/images/page-titles/9.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/page-titles/9.jpg	(from http://7oroof.com/demos/medcity/departments-single.html)
13:08:11	8219/8219	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:23%20GMT	http://7oroof.com/demos/medcity/assets/images/backgrounds/7.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/backgrounds/7.jpg	(from http://7oroof.com/demos/medcity/doctors-single-doctor1.html)
13:08:14	111561/111561	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:50%20GMT	http://7oroof.com/demos/medcity/assets/images/page-titles/7.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/page-titles/7.jpg	(from http://7oroof.com/demos/medcity/doctors-standard.html)
13:08:16	144894/144894	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:13%20GMT	http://7oroof.com/demos/medcity/assets/images/banners/6.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/banners/6.jpg	(from http://7oroof.com/demos/medcity/departments-single.html)
13:08:16	29964/29964	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:22:02%20GMT	http://7oroof.com/demos/medcity/assets/images/blog/grid/4.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/blog/grid/4.jpg	(from http://7oroof.com/demos/medcity/blog.html)
13:08:18	29581/29581	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:22:02%20GMT	http://7oroof.com/demos/medcity/assets/images/blog/grid/5.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/blog/grid/5.jpg	(from http://7oroof.com/demos/medcity/blog.html)
13:08:20	2951/2951	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:59%20GMT	http://7oroof.com/demos/medcity/assets/images/blog/author/1.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/blog/author/1.jpg	(from http://7oroof.com/demos/medcity/blog-single-post.html)
13:08:20	1356/1356	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:59%20GMT	http://7oroof.com/demos/medcity/assets/images/blog/author/2.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/blog/author/2.jpg	(from http://7oroof.com/demos/medcity/blog-single-post.html)
13:08:21	1205/1205	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:59%20GMT	http://7oroof.com/demos/medcity/assets/images/blog/author/3.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/blog/author/3.jpg	(from http://7oroof.com/demos/medcity/blog-single-post.html)
13:08:22	37063/37063	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:22:03%20GMT	http://7oroof.com/demos/medcity/assets/images/blog/grid/6.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/blog/grid/6.jpg	(from http://7oroof.com/demos/medcity/blog.html)
13:08:22	41450/41450	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:22:01%20GMT	http://7oroof.com/demos/medcity/assets/images/blog/single/1.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/blog/single/1.jpg	(from http://7oroof.com/demos/medcity/blog-single-post.html)
13:08:26	32182/32182	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:43%20GMT	http://7oroof.com/demos/medcity/assets/images/products/9.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/products/9.jpg	(from http://7oroof.com/demos/medcity/shop.html)
13:08:27	24230/24230	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:45%20GMT	http://7oroof.com/demos/medcity/assets/images/products/10.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/products/10.jpg	(from http://7oroof.com/demos/medcity/shop.html)
13:08:29	43847/43847	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:44%20GMT	http://7oroof.com/demos/medcity/assets/images/products/11.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/products/11.jpg	(from http://7oroof.com/demos/medcity/shop.html)
13:08:30	152979/152979	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:45%20GMT	http://7oroof.com/demos/medcity/assets/images/page-titles/8.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/page-titles/8.jpg	(from http://7oroof.com/demos/medcity/blog.html)
13:08:30	114/114	---MC-	200	added ('OK')	text/plain	date:Tue,%2023%20May%202023%2004:10:24%20GMT	https://7oroof.com/robots.txt		(from http://7oroof.com/demos/medcity/home-classic.html)
13:08:30	34889/34889	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:19:44%20GMT	http://7oroof.com/demos/medcity/assets/images/products/12.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/products/12.jpg	(from http://7oroof.com/demos/medcity/shop.html)
